"ecli","voorzitter_id","voorzitter_naam","voorzitter_start_date","experience_voorzitter_days","single_panel","single_judge","panel","griffier_naam","griffier_start_date","griffier_first_ecli","experience_griffier_days","griffier_no_of_cases","issued","id","institution","institution_cat","procedure_level","beroep","hoger_beroep","procedure_type","url","outcome","outcome_binary","gegrond","ongegrond","hand_checked",,"relative_experience","complexity_ecli_references","complexity_verdict_length","complexity_law_references","complexity_index","gender"
"ECLI:NL:CBB:2020:831","f8717b41-ab63-4ea1-baae-04d19987648c","I.M. Ludwig",1994-02-13 22:59:59,9773,"single",1,0,"M. Khababi",2020-08-11 00:00:00,"ECLI:NL:CBB:2020:527",98,28,2020-11-17 00:00:00,"45a592cb-9802-4b31-ad71-27e088ba413c","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:831&keyword=griffier","ongegrond","ongegrond",0,1,0,8600.0000,9675,2,4427,4,10.427,"female"
"ECLI:NL:RVS:2020:523","1002eabb-d4c6-481c-a27f-93700c827b7c","R. Uylenburg",2012-06-01 00:00:00,2819,"panel",0,1,"L.S. Kors",2015-02-25 00:00:00,"ECLI:NL:RVS:2015:540",1820,202,2020-02-19 00:00:00,"fe7c288e-22c6-4c1f-8594-6c90a8bad3b3","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:523&keyword=griffier","ongegrond","ongegrond",0,1,0,8596.0000,999,0,10750,0,10.75,"female"
"ECLI:NL:CBB:2020:66","ebc5b797-97ac-4687-971e-7be33a542a71","R.C. Stam",1983-12-31 22:59:59,13183,"single",1,0,"J.M.M. van Dalen",2019-05-22 00:00:00,"ECLI:NL:CBB:2019:226",258,83,2020-02-04 00:00:00,"d2ca5192-ad1c-40ab-a7fd-6cf49977e3d6","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:66&keyword=griffier","gegrond","gegrond",1,0,0,8594.0000,12925,1,7886,3,11.886,"male"
"ECLI:NL:RVS:2020:671","321d506c-902a-4007-8e87-ae86dc578e81","C.J. Borman",1994-05-26 22:00:00,9413,"single",1,0,"Y. Soffner",2012-04-04 00:00:00,"ECLI:NL:RVS:2012:BW0786",2891,146,2020-03-04 00:00:00,"51f59761-7999-44af-af0f-bfef4085ee01","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:671&keyword=griffier","gegrond","gegrond",1,0,1,8593.0000,6522,0,11926,2,13.926,"male"
"ECLI:NL:RBDHA:2020:4132","70336d0b-6f33-4a40-ba12-7d2bdb60c3ea","G.P. Kleijn",1994-02-02 22:59:59,9590,"single",1,0,"A.E. Maas",2018-11-26 00:00:00,"ECLI:NL:RBDHA:2018:13943",528,113,2020-05-07 00:00:00,"0a76c1e7-fdf3-4f30-87af-fc2c78892548","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:4132&keyword=griffier","ongegrond","ongegrond",0,1,0,8588.0000,9062,1,9380,1,11.38,"male"
"ECLI:NL:RBZWB:2020:4784","e139f565-de53-477f-8a1c-621834f3c826","V.M. Schotanus",2005-05-31 22:00:00,5605,"single",1,0,"E.A. Vermunt",2010-07-14 00:00:00,"ECLI:NL:RBBRE:2010:BN1238",3736,58,2020-10-05 00:00:00,"c6995028-e3fb-44c8-8223-8d14ebf903c3","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:4784&keyword=griffier","gegrond","gegrond",1,0,0,8580.0000,1869,2,15146,5,22.146,"female"
"ECLI:NL:RBROT:2020:9752","f397fed8-cbdd-44fa-8d6c-d88564c54454","E.J. Rutten",1990-03-31 22:00:00,11168,"single",1,0,"M.J.F.J. van Beek",2007-06-28 00:00:00,"ECLI:NL:RBDOR:2007:BA9588",4871,94,2020-10-28 00:00:00,"32e288c9-5060-464d-ab5f-78c4068263ec","http://standaarden.overheid.nl/owms/terms/Rechtbank_Rotterdam","RBROT","beroep",1,0,"http://psi.rechtspraak.nl/procedure#bodemzaak","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2020:9752&keyword=griffier","gegrond","gegrond",1,0,0,8579.0000,6297,1,19159,7,27.159,"female"
"ECLI:NL:RBDHA:2020:3631","c773ae84-0500-4919-8eea-28e93d03bc6a","J.M. Janse van Mantgem-Verdonk",2001-01-31 23:00:00,7018,"single",1,0,"N. Joacim",2012-06-08 00:00:00,"ECLI:NL:RBHAA:2012:BX8631",2873,174,2020-04-20 00:00:00,"2ed2b17c-67b7-4a1f-8782-45fde7d56404","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:3631&keyword=griffier","niet_ontvankelijk","ongegrond",0,1,0,8578.0000,4145,0,4681,1,5.681,"female"
"ECLI:NL:RBMNE:2020:3128","28b35bc3-4ed2-46d0-932a-99862486ad60","R.C. Moed",2014-03-31 22:00:00,2312,"single",1,0,"P.W. Hogenbirk",2019-06-11 00:00:00,"ECLI:NL:RBMNE:2019:2622",415,124,2020-07-30 00:00:00,"67d1ac1e-244a-4831-b0e2-57a9465f3fad","http://standaarden.overheid.nl/owms/terms/Rechtbank_Midden-Nederland","RBMNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2020:3128&keyword=griffier","gegrond","gegrond",1,0,0,8570.0000,1897,1,4475,1,6.475,"female"
"ECLI:NL:RBAMS:2020:5651","0bf915f7-8e4d-4213-8832-8d4ec3e900f1","F.L. Bolkestein",2016-09-30 22:00:00,1452,"single",1,0,"J.A. Lammertink",2003-01-31 00:00:00,"ECLI:NL:RBAMS:2003:BZ7406",6444,82,2020-09-22 00:00:00,"d6c0c5db-cc67-4ecc-a7a5-877e020be68c","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:5651&keyword=griffier","gegrond","gegrond",1,0,0,8568.0000,-4992,3,9339,2,14.339,"male"
"ECLI:NL:RVS:2020:1068","ca311512-8869-4547-b409-bfc280e36f30","J.A.W. Schol­ten-Hin­loopen",1991-11-27 00:00:00,10367,"panel",0,1,"S. Zwemstra",2000-02-10 00:00:00,"ECLI:NL:RVS:2000:AA4962",7370,759,2020-04-15 00:00:00,"b0aee0ce-ba54-49b3-a877-89051339df6e","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1068&keyword=griffier","gegrond","gegrond",1,0,1,8568.0000,2997,2,28513,3,33.513,"female"
"ECLI:NL:RBNNE:2020:2386","abbaa44e-e263-4dc5-9d04-269490a3eb2a","H.J. Bastin",2000-09-30 22:00:00,7220,"single",1,0,"H.A. Hulst",2005-11-04 00:00:00,"ECLI:NL:RBGRO:2005:AV2212",5360,178,2020-07-08 00:00:00,"7b1ba87b-fff4-4deb-ad17-cebca7a7768d","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Nederland","RBNNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNNE:2020:2386&keyword=griffier","ongegrond","ongegrond",0,1,0,8561.0000,1860,3,8251,0,11.251,"male"
"ECLI:NL:RBOVE:2020:455","a2b6c43c-8192-4a40-91c9-c77b2fc0c9f4","W.J.B. Cornelissen",1994-10-09 22:00:00,9249,"single",1,0,"A.E.M. Lever",2002-10-07 00:00:00,"ECLI:NL:RBALM:2002:AF0733",6330,211,2020-02-05 00:00:00,"0628e611-a1c4-4770-8233-108fa7af26a8","http://standaarden.overheid.nl/owms/terms/Rechtbank_Overijssel","RBOVE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBOVE:2020:455&keyword=griffier","ongegrond","ongegrond",0,1,0,8561.0000,2919,2,25256,0,27.256,"male"
"ECLI:NL:RVS:2020:2532","4e65d25e-243f-48a3-8a70-db97b279221b","B.P.M. van Ravels",2014-09-01 00:00:00,2249,"single",1,0,"R.J.R. Hazen",2005-11-02 00:00:00,"ECLI:NL:RVS:2005:3",5474,768,2020-10-28 00:00:00,"8e1bda0a-9907-430e-aca0-cfd6826b4e5f","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2532&keyword=griffier","ongegrond","ongegrond",0,1,0,8561.0000,-3225,2,5367,4,11.367,"male"
"ECLI:NL:RVS:2020:1508","fc8fcefc-931f-49a8-9687-ef021d41d1d3","J. Hoekstra",2010-01-01 00:00:00,3833,"single",1,0,"D. Tieleman",2018-12-12 00:00:00,"ECLI:NL:RVS:2018:4078",566,29,2020-06-30 00:00:00,"e9208e4b-f3c5-4bac-86ef-fd946ce4d519","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1508&keyword=griffier","ongegrond","ongegrond",0,1,1,8559.0000,3267,1,10974,9,20.974,"male"
"ECLI:NL:RBNHO:2020:4217","5482d0c9-4548-4b96-9194-987d12510dc0","M.P.E. Oomens",2008-12-31 23:00:00,4173,"single",1,0,"E.A.D. Horn",2005-03-10 00:00:00,"ECLI:NL:RBALK:2005:AT0621",5566,89,2020-06-05 00:00:00,"59cc951d-3ab4-41c5-9d57-98a57a4253d6","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:4217&keyword=griffier","ongegrond","ongegrond",0,1,0,8558.0000,-1393,1,15493,4,20.493,"female"
"ECLI:NL:RVS:2020:447","a7e646af-f0c0-472e-a6f0-74f93c473831","F.C.M.A. Michiels",2010-11-01 00:00:00,3390,"panel",0,1,"A. de Vlieger-Mandour",2014-08-13 00:00:00,"ECLI:NL:RVS:2014:3024",2009,173,2020-02-12 00:00:00,"e0a91618-885b-4921-9945-84dbe317c313","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:447&keyword=griffier","ongegrond","ongegrond",0,1,0,8558.0000,1381,1,21514,15,37.514,"male"
"ECLI:NL:RBLIM:2020:1143","6866cb82-54cb-4f09-8a67-02c92968a463","L.A. Gruiters",1984-10-31 22:59:59,12886,"panel",0,1,"D.D.R.H. Lechanteur",2008-05-09 00:00:00,"ECLI:NL:RBROE:2008:BD4234",4296,129,2020-02-12 00:00:00,"86c07ff4-5874-4a17-ba0d-f82844873101","http://standaarden.overheid.nl/owms/terms/Rechtbank_Limburg","RBLIM","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2020:1143&keyword=griffier","gegrond","gegrond",1,0,0,8556.0000,8590,0,12964,2,14.964,"male"
"ECLI:NL:RBNHO:2020:4270","5482d0c9-4548-4b96-9194-987d12510dc0","M.P.E. Oomens",2008-12-31 23:00:00,4176,"single",1,0,"J.H. Bosveld",2003-01-24 00:00:00,"ECLI:NL:RBHAA:2003:AF4599",6345,178,2020-06-08 00:00:00,"739c8142-d2b2-4175-a0ee-def4be7a2e53","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:4270&keyword=griffier","gegrond","gegrond",1,0,0,8556.0000,-2169,1,21782,0,22.782,"female"
"ECLI:NL:RVS:2020:985","703aade7-db20-4a70-88a8-c5341d77e740","W.D.M. van Diepenbeek",1978-09-30 22:00:00,15163,"single",1,0,"L.C.M. Wijgerde",2013-12-04 00:00:00,"ECLI:NL:RVS:2013:2255",2315,143,2020-04-06 00:00:00,"89167839-6658-4c75-a7a4-36770494b627","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:985&keyword=griffier","gegrond","gegrond",1,0,1,8554.0000,12848,2,9248,0,11.248,"female"
"ECLI:NL:RBNHO:2020:3875","8cd3ac93-d59b-4126-b237-b201d08e5ff8","J.H.A.C. Everaerts",1993-12-31 22:59:59,9616,"single",1,0,"N. Joacim",2012-06-08 00:00:00,"ECLI:NL:RBHAA:2012:BX8631",2883,174,2020-04-30 00:00:00,"7154df7b-3ca9-4326-885e-d5a97f6090a9","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#verzet","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:3875&keyword=griffier","ongegrond","ongegrond",0,1,0,8553.0000,6733,0,4053,0,4.053,"male"
"ECLI:NL:RVS:2020:2857","32cfa017-5957-4546-adb5-0738d7bc57b3","A.W.M. Bijloos",1991-06-16 22:00:00,10761,"single",1,0,"P. Klein",2001-08-15 00:00:00,"ECLI:NL:RVS:2001:AB7701",7049,1413,2020-12-02 00:00:00,"88b5a75d-72b8-41a7-8c12-1c626006dd4b","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2857&keyword=griffier","ongegrond","ongegrond",0,1,0,8550.0000,3712,1,11029,10,22.029,"male"
"ECLI:NL:RVS:2020:186","53120af8-fa3c-4e64-a543-980d4fd313d7","E. Steendijk",1995-01-01 00:00:00,9152,"single",1,0,"B. Ley-Nell",2017-02-22 00:00:00,"ECLI:NL:RVS:2017:476",1064,155,2020-01-22 00:00:00,"f67f3f7a-c236-4bad-8837-9cf93e7c05d6","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:186&keyword=griffier","ongegrond","ongegrond",0,1,0,8540.0000,8088,1,5090,2,8.09,"female"
"ECLI:NL:RBAMS:2020:2688","e6093b93-97a6-48a9-bec3-280a5c34360e","K. Oldekamp-Bakker",1996-09-30 22:00:00,8630,"single",1,0,"M. Gayir",2019-01-18 00:00:00,"ECLI:NL:RBAMS:2019:299",486,32,2020-05-18 00:00:00,"1063ce57-b670-4240-8b55-862173f39f5d","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:2688&keyword=griffier","ongegrond","ongegrond",0,1,0,8536.0000,8144,0,6622,4,10.622,"female"
"ECLI:NL:RBGEL:2020:2339","4e483e3f-8cc8-4b51-b4e1-3bd2c8df569d","L. van Gijn",1991-12-20 00:00:00,10352,"single",1,0,"M.H. Dijkman",2007-05-14 00:00:00,"ECLI:NL:RBZUT:2007:BA5771",4728,138,2020-04-23 00:00:00,"a32980ed-6dd2-4342-99f6-07e6c54d0b07","http://standaarden.overheid.nl/owms/terms/Rechtbank_Gelderland","RBGEL","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBGEL:2020:2339&keyword=griffier","ongegrond","ongegrond",0,1,0,8536.0000,5624,0,9447,2,11.447,"male"
"ECLI:NL:RVS:2020:2239","53120af8-fa3c-4e64-a543-980d4fd313d7","E. Steendijk",1995-01-01 00:00:00,9390,"single",1,0,"M. Duifhuizen",2011-02-23 00:00:00,"ECLI:NL:RVS:2011:BP5452",3493,190,2020-09-16 00:00:00,"02e63403-3448-495f-b77f-92867471aabe","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2239&keyword=griffier","ongegrond","ongegrond",0,1,0,8536.0000,5897,0,10992,1,11.992,"female"
"ECLI:NL:RVS:2020:2221","2af5b039-6248-40e7-8ce6-5e6899bd8808","P.B.M.J. van der Beek-Gillessen",1986-02-03 00:00:00,12644,"single",1,0,"V.H.Y. Huijts",2018-08-14 00:00:00,"ECLI:NL:RVS:2018:2742",764,40,2020-09-16 00:00:00,"202d51ed-2408-49af-8366-eaaacfeda673","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2221&keyword=griffier","ongegrond","ongegrond",0,1,1,8536.0000,11880,1,12308,6,19.308,"female"
"ECLI:NL:RBDHA:2020:8646","eb48c690-44b4-4694-ba19-b5aa3c494e18","H.B. van Gijn",2000-03-31 22:00:00,7415,"single",1,0,"T. Pourjalili",2018-10-18 00:00:00,"ECLI:NL:RBDHA:2018:13785",641,19,2020-07-20 00:00:00,"848c3651-19cb-4e87-a912-fc346a0d8ac1","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorzieningbodemzaak","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:8646&keyword=griffier","gegrond","gegrond",1,0,0,8533.0000,6774,0,23568,9,32.568,"female"
"ECLI:NL:CBB:2020:469","321d506c-902a-4007-8e87-ae86dc578e81","C.J. Borman",1994-05-26 22:00:00,9552,"single",1,0,"A. Koelewijn",2020-04-14 00:00:00,"ECLI:NL:CBB:2020:257",98,44,2020-07-21 00:00:00,"454fe085-893e-41c6-a3fc-258b888dada1","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:469&keyword=griffier","gegrond","gegrond",1,0,0,8528.0000,9454,1,15255,10,26.255,"male"
"ECLI:NL:RBDHA:2020:7749","a45cc9be-d419-4ffb-b075-8f296e760621","M.J.L. van der Waals",2010-03-31 22:00:00,3788,"single",1,0,"B.P.C. Vonck",2019-09-24 00:00:00,"ECLI:NL:RBDHA:2019:13337",325,28,2020-08-14 00:00:00,"69ac3adf-cd0d-4c40-81a3-c857e87ca608","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:7749&keyword=griffier","ongegrond","ongegrond",0,1,0,8523.0000,3463,0,18083,6,24.083,"female"
"ECLI:NL:RBMNE:2020:3457","294d347f-9bc0-4d77-a5a4-d5df0f1b20e0","L.M. Reijnierse",2010-06-30 22:00:00,3708,"single",1,0,"E.H.W. Schierbeek",2019-11-07 00:00:00,"ECLI:NL:RBMNE:2019:5628",292,22,2020-08-25 00:00:00,"6adf72d5-6972-4d96-a1b7-3affee5e76fd","http://standaarden.overheid.nl/owms/terms/Rechtbank_Midden-Nederland","RBMNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2020:3457&keyword=griffier","ongegrond","ongegrond",0,1,0,8523.0000,3416,2,11127,2,15.127,"female"
"ECLI:NL:CBB:2020:840","5e0c4f43-f997-4a9e-afc7-79d24e1d57b1","A.W.C.M. van Emmerik",2006-12-31 23:00:00,5069,"panel",0,1,"A.A. Dijk",2020-10-20 00:00:00,"ECLI:NL:CBB:2020:746",28,34,2020-11-17 00:00:00,"2424a186-5646-4221-8443-2e81e9761782","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:840&keyword=griffier","ongegrond","ongegrond",0,1,0,8519.0000,5041,0,10363,4,14.363,"female"
"ECLI:NL:RVS:2020:591","54af39de-eb7b-467d-8917-d8de8bbe4b62","E.J. Daalder",2017-09-30 22:00:00,878,"single",1,0,"T. Hartsuiker",2008-10-09 00:00:00,"ECLI:NL:RVS:2008:BG0598",4157,329,2020-02-26 00:00:00,"5d75c171-6a47-40b1-b6f3-6e489f7f6167","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:591&keyword=griffier","ongegrond","ongegrond",0,1,0,8517.0000,-3279,2,15633,4,21.633,"male"
"ECLI:NL:RBGEL:2020:2398","f6a71683-54db-4a22-b4d7-2275db689d24","M.J.M. Verhoeven",2011-03-31 22:00:00,3317,"single",1,0,"M.H.Y. Snoeren-Bos",2014-03-11 00:00:00,"ECLI:NL:RBGEL:2014:1452",2242,70,2020-04-30 00:00:00,"0e7bc7fc-9934-4492-a2fe-4b6d85126437","http://standaarden.overheid.nl/owms/terms/Rechtbank_Gelderland","RBGEL","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBGEL:2020:2398&keyword=griffier","gegrond","gegrond",1,0,0,8512.0000,1075,3,6345,0,9.345,"female"
"ECLI:NL:RVS:2020:2567","4e65d25e-243f-48a3-8a70-db97b279221b","B.P.M. van Ravels",2014-09-01 00:00:00,2249,"single",1,0,"P.A. Melse",2001-07-18 00:00:00,"ECLI:NL:RVS:2001:AB2905",7042,685,2020-10-28 00:00:00,"89b42634-2587-4b94-a55e-b0776fc71372","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2567&keyword=griffier","gegrond","gegrond",1,0,0,8508.0000,-4793,1,9279,3,13.279,"male"
"ECLI:NL:RBAMS:2020:5916","5de9ffc8-20a2-4673-b602-2e6c1aab919a","E.J. Otten",2010-09-30 22:00:00,3713,"single",1,0,"R.E. Toonen",2007-03-07 00:00:00,"ECLI:NL:RBAMS:2007:BA4545",5017,201,2020-11-30 00:00:00,"7257fedf-1a45-46b6-ae75-02d17df02082","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#mondelingeUitspraak","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:5916&keyword=griffier","ongegrond","ongegrond",0,1,0,8507.0000,-1304,1,6625,0,7.625,"male"
"ECLI:NL:RBDHA:2020:3546","70336d0b-6f33-4a40-ba12-7d2bdb60c3ea","G.P. Kleijn",1994-02-02 22:59:59,9568,"single",1,0,"A. Verhoeven",2004-05-26 00:00:00,"ECLI:NL:RBSGR:2004:AP0134",5803,194,2020-04-15 00:00:00,"32605d23-6be0-422e-8008-8717d4fb590d","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:3546&keyword=griffier","ongegrond","ongegrond",0,1,0,8507.0000,3765,1,11398,0,12.398,"male"
"ECLI:NL:CBB:2020:463","8c3bbff1-9f11-4d55-81b1-c7d666ac4793","H.C.P. Venema",1992-12-02 22:59:59,10085,"single",1,0,"A. Koelewijn",2020-04-14 00:00:00,"ECLI:NL:CBB:2020:257",91,44,2020-07-14 00:00:00,"9f20d501-5787-481d-b7c9-323e19d0ec34","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:463&keyword=griffier","ongegrond","ongegrond",0,1,0,8505.0000,9994,6,19359,7,32.359,"male"
"ECLI:NL:RBOBR:2020:2597","fd534d9f-1671-4685-96ae-16df691d6e1e","J.D. Streefkerk",2006-06-28 22:00:00,5067,"single",1,0,"E. Keles",2020-05-13 00:00:00,"ECLI:NL:RBOBR:2020:2597",0,1,2020-05-13 00:00:00,"7f331b73-aa34-427a-9024-1ca5cd972642","http://standaarden.overheid.nl/owms/terms/Rechtbank_Oost-Brabant","RBOBR","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBOBR:2020:2597&keyword=griffier","gegrond","gegrond",1,0,0,8505.0000,5067,0,5112,6,11.112,"male"
