"ecli","voorzitter_id","voorzitter_naam","voorzitter_start_date","experience_voorzitter_days","single_panel","single_judge","panel","griffier_naam","griffier_start_date","griffier_first_ecli","experience_griffier_days","griffier_no_of_cases","issued","id","institution","institution_cat","procedure_level","beroep","hoger_beroep","procedure_type","url","outcome","outcome_binary","gegrond","ongegrond","hand_checked",,"relative_experience","complexity_ecli_references","complexity_verdict_length","complexity_law_references","complexity_index","gender"
"ECLI:NL:CBB:2020:745","58e58426-c76d-4a47-85a2-25de9b1cbeed","H.L. van der Beek",1995-05-07 22:00:00,9297,"single",1,0,"M.H. van Kersbergen",2020-04-28 00:00:00,"ECLI:NL:CBB:2020:320",175,22,2020-10-20 00:00:00,"6954432c-e647-4fc7-ad0f-f112d553c61f","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:745&keyword=griffier","gegrond","gegrond",1,0,0,2213.0000,9122,3,28479,12,43.479,"male"
"ECLI:NL:RVS:2020:123","06f5446f-7429-4068-aa4f-54dd4ab607dd","D.A.C. Slump",2002-07-03 00:00:00,6405,"panel",0,1,"S. Zwemstra",2000-02-10 00:00:00,"ECLI:NL:RVS:2000:AA4962",7279,759,2020-01-15 00:00:00,"b7237f72-8be4-4c1e-a261-2a44074a6cbe","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:123&keyword=griffier","gegrond","gegrond",1,0,0,2213.0000,-874,2,16210,0,18.21,"male"
"ECLI:NL:RVS:2020:1182","7043b727-cb69-4c07-ab9b-3b7b42772b18","B.J. Schueler",2000-12-20 23:00:00,7076,"single",1,0,"M.A. Graaff-Haasnoot",2009-01-28 00:00:00,"ECLI:NL:RVS:2009:BH1130",4116,630,2020-05-06 00:00:00,"68a1cf17-af23-45c7-98fa-9d63302f2716","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1182&keyword=griffier","ongegrond","ongegrond",0,1,0,2212.0000,2960,0,9965,7,16.965,"male"
"ECLI:NL:RBAMS:2020:6033","362f013a-464d-4dee-9a91-5dedde5c03a3","R. van de Water",2003-04-30 22:00:00,6425,"single",1,0,"M.L. Pijpers",2018-08-10 00:00:00,"ECLI:NL:RBAMS:2018:5804",845,33,2020-12-02 00:00:00,"4ac0056e-dc33-4b3c-910d-c8dd283b5465","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:6033&keyword=griffier","gegrond","gegrond",1,0,0,2212.0000,5580,3,13162,5,21.162,"male"
"ECLI:NL:RBZWB:2020:3009","48beaca0-437f-4905-8fa8-9a0e2b14f310","P.H.J.G. Römers",2000-08-14 22:00:00,7265,"single",1,0,"R.V. van Vliet",2008-10-01 00:00:00,"ECLI:NL:RBBRE:2008:BG3683",4296,43,2020-07-06 00:00:00,"2f82d5ad-817d-4a5d-9650-41649162770b","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:3009&keyword=griffier","gegrond","gegrond",1,0,0,2210.0000,2969,3,6702,0,9.702,"male"
"ECLI:NL:RBZWB:2020:1447","7b4f5701-d724-4ceb-b3f5-81643f3c4b38","A.M.L.E. Ides Peeters",2019-03-31 22:00:00,359,"single",1,0,"D. Alblas",2014-09-25 00:00:00,"ECLI:NL:RBZWB:2014:6690",2008,55,2020-03-25 00:00:00,"4344d60f-7b5f-4de0-a152-89f2d32c2457","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:1447&keyword=griffier","ongegrond","ongegrond",0,1,0,2209.0000,-1649,1,13230,0,14.23,"female"
"ECLI:NL:RBAMS:2020:4765","5363334a-478e-445d-b8ff-a8b97e6e256b","D. Sullivan",2011-09-30 22:00:00,3286,"single",1,0,"C. Pasteuning",2017-02-14 00:00:00,"ECLI:NL:RBAMS:2017:819",1323,39,2020-09-29 00:00:00,"84f2c3df-bd3e-43f1-ba01-f03868d9537e","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:4765&keyword=griffier","gegrond","gegrond",1,0,0,2208.0000,1963,0,11162,0,11.162,"female"
"ECLI:NL:RBROT:2020:2338","ced07318-6f81-4d3e-9ac3-1d9b18305f4e","M.I. Blagrove",2004-07-01 22:00:00,5740,"single",1,0,"C. Groenewegen",2002-04-05 00:00:00,"ECLI:NL:RBDOR:2002:AE6137",6559,63,2020-03-20 00:00:00,"8fcd1663-f302-4ca9-914b-1ec8982b4822","http://standaarden.overheid.nl/owms/terms/Rechtbank_Rotterdam","RBROT","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2020:2338&keyword=griffier","ongegrond","ongegrond",0,1,0,2207.0000,-819,0,4844,0,4.844,"female"
"ECLI:NL:RVS:2020:104","a7e646af-f0c0-472e-a6f0-74f93c473831","F.C.M.A. Michiels",2010-11-01 00:00:00,3362,"panel",0,1,"B. van Dokkum",2007-03-22 00:00:00,"ECLI:NL:RVS:2007:BA2181",4682,439,2020-01-15 00:00:00,"e6f5fa23-c1c1-4506-b799-918db5e9ad99","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:104&keyword=griffier","ongegrond","ongegrond",0,1,0,2206.0000,-1320,1,9121,1,11.121,"male"
"ECLI:NL:RVS:2020:2626","e543f348-e173-4698-bcb9-834be026e24d","F.D. van Heijningen",2014-09-01 00:00:00,2256,"single",1,0,"S.C. van Tuyll van Serooskerken",2003-06-04 00:00:00,"ECLI:NL:RVS:2003:AF9486",6363,316,2020-11-04 00:00:00,"f06a900a-7984-4326-9f51-49ecd974e389","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2626&keyword=griffier","ongegrond","ongegrond",0,1,0,2204.0000,-4107,0,17086,2,19.086,"male"
"ECLI:NL:RVS:2020:435","2af5b039-6248-40e7-8ce6-5e6899bd8808","P.B.M.J. van der Beek-Gillessen",1986-02-03 00:00:00,12427,"single",1,0,"C.F. Donner-Haan",2013-12-20 00:00:00,"ECLI:NL:RVS:2013:2536",2245,131,2020-02-12 00:00:00,"b3503860-0319-4d92-88bc-da59c78c4e96","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:435&keyword=griffier","ongegrond","ongegrond",0,1,0,2203.0000,10182,3,18621,0,21.621,"female"
"ECLI:NL:RBZWB:2020:3527","c1d4bd67-537d-4c21-baab-150fe883f257","J.L. Sierkstra",2000-08-14 22:00:00,7273,"single",1,0,"A.J.M. van Hees",2009-11-13 00:00:00,"ECLI:NL:RBBRE:2009:BK6102",3896,152,2020-07-14 00:00:00,"364edadc-9a43-434b-9de3-bfa91405986b","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:3527&keyword=griffier","ongegrond","ongegrond",0,1,0,2195.0000,3377,2,6295,1,9.295,"male"
"ECLI:NL:RVS:2020:2421","321d506c-902a-4007-8e87-ae86dc578e81","C.J. Borman",1994-05-26 22:00:00,9637,"panel",0,1,"M.H. Kuggeleijn-Jansen",2011-01-26 00:00:00,"ECLI:NL:RVS:2011:BP2108",3549,210,2020-10-14 00:00:00,"7e48c887-a5b3-437b-811c-4eac8e071348","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2421&keyword=griffier","gegrond","gegrond",1,0,0,2194.0000,6088,0,18552,8,26.552,"male"
"ECLI:NL:RBAMS:2020:2282","b5fe50b6-9760-4bdd-9792-de786a914054","H.J. Tijselink",1994-09-30 22:00:00,9328,"single",1,0,"N. van der Kroft",2019-08-29 00:00:00,"ECLI:NL:RBAMS:2019:6814",230,51,2020-04-15 00:00:00,"91618565-67f6-4b80-a6c7-0e1d35c88910","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:2282&keyword=griffier","ongegrond","ongegrond",0,1,1,2191.0000,9098,1,5402,2,8.402,"male"
"ECLI:NL:RBZWB:2020:1441","8e3ca3d1-424f-4b1e-93b8-9f14608395c1","G.M.J. Kok",1995-03-31 22:00:00,9126,"single",1,0,"M.A. de Rooij",2005-02-17 00:00:00,"ECLI:NL:RBBRE:2005:AS7900",5516,148,2020-03-26 00:00:00,"294fa709-c5c5-4710-9154-5ec4eb1684b2","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:1441&keyword=griffier","ongegrond","ongegrond",0,1,0,2188.0000,3610,2,7399,4,13.399,"female"
"ECLI:NL:RBZWB:2020:4588","6f221144-e6fe-469e-8931-fe731f3c73fa","Th. Peters",2000-10-11 22:00:00,7291,"single",1,0,"N.A. D’Hoore",2003-11-24 00:00:00,"ECLI:NL:RBBRE:2003:AN9147",6153,157,2020-09-28 00:00:00,"46a2f657-ee1d-461f-b9f9-793de33240d1","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:4588&keyword=griffier","ongegrond","ongegrond",0,1,0,2187.0000,1138,0,5873,5,10.873,"male"
"ECLI:NL:RBLIM:2020:5992","a969d152-3365-46a3-aa20-24e9ea63902c","M.A.H. Span-Henkens",2003-01-26 23:00:00,6407,"single",1,0,"D.S.A.W. Raes",2008-12-04 00:00:00,"ECLI:NL:RBMAA:2008:BG6514",4269,15,2020-08-12 00:00:00,"0a2124c6-d54d-41c3-8363-ff791d531c1b","http://standaarden.overheid.nl/owms/terms/Rechtbank_Limburg","RBLIM","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2020:5992&keyword=griffier","gegrond","gegrond",1,0,0,2184.0000,2138,0,6760,2,8.76,"female"
"ECLI:NL:CBB:2020:413","c0187987-470a-43d1-84d1-19a4310a8b6a","M. van Duuren",2005-01-25 23:00:00,5627,"single",1,0,"E.D.H. Nanninga",2019-05-14 00:00:00,"ECLI:NL:CBB:2019:198",406,83,2020-06-23 00:00:00,"c4fc532b-ceed-42c0-98ac-ffc1d740dc38","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:413&keyword=griffier","gegrond","gegrond",1,0,0,2183.0000,5221,7,25571,5,37.571,"female"
"ECLI:NL:RVS:2020:2372","06f5446f-7429-4068-aa4f-54dd4ab607dd","D.A.C. Slump",2002-07-03 00:00:00,6671,"panel",0,1,"L.E.E. Konings",2012-04-18 00:00:00,"ECLI:NL:RVS:2012:BW3058",3094,198,2020-10-07 00:00:00,"b6367469-6525-48b6-ac95-c3fbb4b40946","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2372&keyword=griffier","gegrond","gegrond",1,0,0,2181.0000,3577,3,17170,1,21.17,"male"
"ECLI:NL:RBDHA:2020:10797","70336d0b-6f33-4a40-ba12-7d2bdb60c3ea","G.P. Kleijn",1994-02-02 22:59:59,9596,"single",1,0,"A. Verhoeven",2004-05-26 00:00:00,"ECLI:NL:RBSGR:2004:AP0134",5831,194,2020-05-13 00:00:00,"cb633563-28f6-4a22-b53f-dbd9d36e92c5","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:10797&keyword=griffier","ongegrond","ongegrond",0,1,0,2180.0000,3765,0,15578,6,21.578,"male"
"ECLI:NL:RBMNE:2020:1521","28b35bc3-4ed2-46d0-932a-99862486ad60","R.C. Moed",2014-03-31 22:00:00,2208,"single",1,0,"O. Asafiati",2020-04-17 00:00:00,"ECLI:NL:RBMNE:2020:1518",0,27,2020-04-17 00:00:00,"273331c2-1ab9-43ca-952d-0915dc33e765","http://standaarden.overheid.nl/owms/terms/Rechtbank_Midden-Nederland","RBMNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2020:1521&keyword=griffier","gegrond","gegrond",1,0,0,2179.0000,2208,0,5116,4,9.116,"female"
"ECLI:NL:RVS:2020:3110","8c9df319-0d4d-44d5-8c43-2298a8482ff3","E.A. Minderhoud",1993-08-08 22:00:00,9998,"panel",0,1,"R.E.A. Matulewicz",1999-11-25 00:00:00,"ECLI:NL:RVS:1999:AA5042",7699,608,2020-12-23 00:00:00,"bf87e0dd-3f67-4e32-8c76-bbdcd7f4e087","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:3110&keyword=griffier","ongegrond","ongegrond",0,1,0,2175.0000,2299,3,37318,0,40.318,"male"
"ECLI:NL:CBB:2020:587","8c3bbff1-9f11-4d55-81b1-c7d666ac4793","H.C.P. Venema",1992-12-02 22:59:59,10134,"single",1,0,"P.M.M. van Zanten",2015-02-04 00:00:00,"ECLI:NL:RVS:2015:302",2036,230,2020-09-01 00:00:00,"073b3872-29b9-4d2d-b238-83d9f17c337a","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:587&keyword=griffier","ongegrond","ongegrond",0,1,0,2174.0000,8098,11,19309,5,35.309,"male"
"ECLI:NL:RVS:2020:175","666da04f-bd96-4d2c-a056-950bb74d6d53","H.G. Sevenster",2007-06-01 00:00:00,4618,"single",1,0,"D. Rietberg",2008-03-14 00:00:00,"ECLI:NL:RVS:2008:BC7103",4331,174,2020-01-22 00:00:00,"ca466af7-597a-4319-bd09-9f7cf01214f6","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:175&keyword=griffier","gegrond","gegrond",1,0,0,2172.0000,287,1,10749,0,11.749,"female"
"ECLI:NL:CBB:2020:1022","5e0c4f43-f997-4a9e-afc7-79d24e1d57b1","A.W.C.M. van Emmerik",2006-12-31 23:00:00,5104,"panel",0,1,"M.A.A. Traousis",2019-11-26 00:00:00,"ECLI:NL:CBB:2019:639",392,73,2020-12-22 00:00:00,"cbfe4a41-def9-4ac6-9fc3-4d91465c29c5","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:1022&keyword=griffier","ongegrond","ongegrond",0,1,0,2171.0000,4712,2,7300,3,12.3,"female"
"ECLI:NL:RBZWB:2020:3590","ffc43c8e-5080-43c3-85c6-c1fe1d2474e9","R.A. Karsten-Badal",2014-09-30 22:00:00,2133,"single",1,0,"W.J.C. Goorden",2009-04-15 00:00:00,"ECLI:NL:RBBRE:2009:BJ1702",4128,105,2020-08-03 00:00:00,"9f4b8f6a-43e0-4b25-8d34-9e0b86c46a88","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:3590&keyword=griffier","ongegrond","ongegrond",0,1,0,2168.0000,-1995,0,5578,2,7.578,"female"
"ECLI:NL:RBROT:2020:2459","d392a80a-85c3-4596-84f4-aef15d864588","N. Boonstra",2018-12-31 23:00:00,443,"panel",0,1,"E. Naaijen-van Kleunen",2007-07-27 00:00:00,"ECLI:NL:RBDOR:2007:BB1157",4619,154,2020-03-19 00:00:00,"bcb3615d-070e-4600-ab80-87a44c9832c6","http://standaarden.overheid.nl/owms/terms/Rechtbank_Rotterdam","RBROT","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2020:2459&keyword=griffier","ongegrond","ongegrond",0,1,0,2167.0000,-4176,2,15733,0,17.733,"female"
"ECLI:NL:RBDHA:2020:8763","7d5b3adf-06c0-402f-8677-1bdad1f8344d","A.K. Mireku",2011-03-31 22:00:00,3269,"single",1,0,"G.J. Tingen",2020-03-13 00:00:00,"ECLI:NL:RBDHA:2020:8764",0,17,2020-03-13 00:00:00,"092ea46b-e62c-4dbb-bbc9-f8ab972f9b80","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:8763&keyword=griffier","ongegrond","ongegrond",0,1,0,2159.0000,3269,5,8177,3,16.177,"female"
"ECLI:NL:RBZWB:2020:4038","6f221144-e6fe-469e-8931-fe731f3c73fa","Th. Peters",2000-10-11 22:00:00,7257,"single",1,0,"N. Graumans",2019-04-18 00:00:00,"ECLI:NL:RBZWB:2019:1796",495,32,2020-08-25 00:00:00,"a2bde6fa-26d2-4f2e-a1c4-d93e7ae586fe","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:4038&keyword=griffier","ongegrond","ongegrond",0,1,0,2157.0000,6762,2,13740,0,15.74,"male"
"ECLI:NL:CBB:2020:706","bc30c49b-67d5-4e39-a23a-1e8575ac6858","J.L. Verbeek",1997-07-31 22:00:00,8474,"panel",0,1,"M. Khababi",2020-08-11 00:00:00,"ECLI:NL:CBB:2020:527",63,28,2020-10-13 00:00:00,"21ed3662-d090-4ce6-9dc5-63fd1a9c9643","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:706&keyword=griffier","ongegrond","ongegrond",0,1,0,2150.0000,8411,0,5238,4,9.238,"male"
"ECLI:NL:RBZWB:2020:3699","10ad1554-8953-41f6-a7e4-b90c3f9ad1c5","M.Z.B. Sterk",2009-03-31 22:00:00,4146,"single",1,0,"R.J. Tolner",2004-11-12 00:00:00,"ECLI:NL:RBBRE:2004:AT2873",5747,95,2020-08-07 00:00:00,"f4535ba3-c8d8-457d-8eaa-2a65b70c3a00","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorzieningbodemzaak","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:3699&keyword=griffier","ongegrond","ongegrond",0,1,0,2150.0000,-1601,1,23327,0,24.327,"female"
"ECLI:NL:RBZWB:2020:1450","7b4f5701-d724-4ceb-b3f5-81643f3c4b38","A.M.L.E. Ides Peeters",2019-03-31 22:00:00,359,"single",1,0,"D. Alblas",2014-09-25 00:00:00,"ECLI:NL:RBZWB:2014:6690",2008,55,2020-03-25 00:00:00,"c922ac9f-5dd7-4531-9d2f-1fec21765185","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:1450&keyword=griffier","gegrond","gegrond",1,0,0,2148.0000,-1649,0,11396,1,12.396,"female"
"ECLI:NL:CRVB:2020:2446","99d7b5c8-77a5-40d7-ba84-a1bfccf58e00","J.N.A. Bootsma",1995-06-19 22:00:00,9233,"single",1,0,"T. Ali",2019-12-10 00:00:00,"ECLI:NL:CRVB:2019:4121",294,132,2020-09-29 00:00:00,"081b6d2d-8b8e-48aa-8cac-627556096739","http://standaarden.overheid.nl/owms/terms/Centrale_Raad_van_Beroep","CRVB","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CRVB:2020:2446&keyword=griffier","ongegrond","ongegrond",0,1,0,2147.0000,8939,2,2383,0,4.383,"female"
"ECLI:NL:RVS:2020:848","8b33361a-7a68-4f74-b1a1-836ec1004b19","E. Helder",2010-06-15 00:00:00,3571,"panel",0,1,"S.J.R.R. Brock",2013-12-03 00:00:00,"ECLI:NL:RVS:2013:2350",2304,97,2020-03-25 00:00:00,"7963fd5b-45eb-4af2-a60b-28a6587bde99","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:848&keyword=griffier","gegrond","gegrond",1,0,0,2146.0000,1267,1,8925,0,9.925,"male"
"ECLI:NL:RBLIM:2020:5360","6866cb82-54cb-4f09-8a67-02c92968a463","L.A. Gruiters",1984-10-31 22:59:59,13047,"single",1,0,"A.W.C.M. Frings",2001-02-20 00:00:00,"ECLI:NL:RBMAA:2001:AB0179",7092,101,2020-07-22 00:00:00,"01b44aed-ad37-4725-b8dd-f7f505f755c1","http://standaarden.overheid.nl/owms/terms/Rechtbank_Limburg","RBLIM","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2020:5360&keyword=griffier","ongegrond","ongegrond",0,1,0,2144.0000,5955,1,10096,5,16.096,"male"
"ECLI:NL:RVS:2020:1098","703aade7-db20-4a70-88a8-c5341d77e740","W.D.M. van Diepenbeek",1978-09-30 22:00:00,15179,"single",1,0,"M. Duursma",2004-10-06 00:00:00,"ECLI:NL:RVS:2004:AR3367",5677,251,2020-04-22 00:00:00,"2799ca1a-7eb7-42ba-bcbf-0e4838b148f7","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1098&keyword=griffier","ongegrond","ongegrond",0,1,0,2144.0000,9502,0,8380,5,13.38,"female"
"ECLI:NL:RVS:2020:1124","06f5446f-7429-4068-aa4f-54dd4ab607dd","D.A.C. Slump",2002-07-03 00:00:00,6503,"single",1,0,"R. Grimbergen",2002-12-04 00:00:00,"ECLI:NL:RVS:2002:AF1443",6349,220,2020-04-22 00:00:00,"f315e618-6279-4645-81d9-6d6cd5ff5034","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1124&keyword=griffier","ongegrond","ongegrond",0,1,0,2139.0000,154,6,17577,8,31.577,"male"
"ECLI:NL:RVS:2020:2562","8b33361a-7a68-4f74-b1a1-836ec1004b19","E. Helder",2010-06-15 00:00:00,3788,"panel",0,1,"M. Priem",2012-06-27 00:00:00,"ECLI:NL:RVS:2012:BW9560",3045,136,2020-10-28 00:00:00,"e1953abe-3f64-4b0e-a326-4b7ecd8f628a","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2562&keyword=griffier","gegrond","gegrond",1,0,0,2138.0000,743,0,27599,7,34.599,"male"
"ECLI:NL:RBAMS:2020:3942","59625749-cc86-4a41-883e-343276457e42","A.C. Loman",2002-01-08 23:00:00,6791,"single",1,0,"C.C.H. Hersbach",2018-08-31 00:00:00,"ECLI:NL:RBAMS:2018:6267",713,37,2020-08-13 00:00:00,"ed9cc53d-8d3c-46b8-926e-8cf5c274ab34","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:3942&keyword=griffier","ongegrond","ongegrond",0,1,0,2134.0000,6078,0,10114,0,10.114,"female"
